name,lat,lng
Springdale Primary School,1.3949768,103.88977656483088
Stamford Primary School,1.3038409,103.85730102406205
St. Andrew's Junior School,1.3314877,103.8650956160098
St. Anthony's Canossian Primary School,1.3349316,103.94086619821809
St. Anthony's Primary School,1.36448445,103.74923565777337
St. Gabriel's Primary School,1.34972,103.86216445635833
St. Hilda's Primary School,1.3493751,103.93659363311278
St. Joseph's Institution Junior,1.31754345,103.8463068157661
St. Margaret's Primary School,1.30438115,103.84592880101985
St. Stephen's School,1.318257,103.91827351658476
Tampines North Primary School,1.3605469000000001,103.94912431881409
Tampines Primary School,1.3503174,103.9439018600156
Tanjong Katong Primary School,1.30530945,103.90044091611762
Tao Nan School,1.30492865,103.91114509667042
Teck Ghee Primary School,1.36536405,103.85093696575059
Teck Whye Primary School,1.3838682,103.75364438639032
Telok Kurau Primary School,1.33088455,103.9113284864635
Temasek Primary School,1.3173917,103.94577303497164
Townsville Primary School,1.3603771,103.8538821884711
Unity Primary School,1.40273665,103.74675327152696
Valour Primary School,1.4072779,103.89885718105859
Waterway Primary School,1.3992087999999998,103.91839414052309
Wellington Primary School,1.4521362500000001,103.82241263283717
West Grove Primary School,1.34468085,103.69898328299087
West Spring Primary School,1.38951255,103.76629511736711
Westwood Primary School,1.3474423500000001,103.700513045387
West View Primary School,1.38348015,103.76007848739347
White Sands Primary School,1.36547295,103.96125455882462
Woodgrove Primary School,1.4331624,103.79032679117
Woodlands Primary School,1.43669555,103.79169016829829
Woodlands Ring Primary School,1.43466535,103.79784050639532
Xinghua Primary School,1.3580028,103.89051501350177
Xingnan Primary School,1.3407142,103.6869025
Xinmin Primary School,1.3714019,103.88317857629349
Xishan Primary School,1.43343,103.83778655449996
Yangzheng Primary School,1.3487634499999999,103.8684635802252
Yew Tee Primary School,1.39696185,103.75109299121249
Yio Chu Kang Primary School,1.37791475,103.88546126892923
Yishun Primary School,1.4335987000000001,103.83388688680026
Yu Neng Primary School,1.33432875,103.93282926487154
Yuhua Primary School,1.3428913,103.74096003566154
Yumin Primary School,1.3512643,103.95087354401925
Zhangde Primary School,1.2842497000000002,103.82608192459686
Zhenghua Primary School,1.37942415,103.76967649681461
Zhonghua Primary School,1.3599114,103.86971022260559
