name,lat,lng
Nan Chiau High School,1.3894693,103.89008329140609
Nan Hua High School,1.3083036,103.76909696778512
Nanyang Girls' High School,1.3305083500000001,103.8023239692522
National Junior College,1.330727,103.80441667162106
Naval Base Secondary School,1.419211,103.83099497032207
New Town Secondary School,1.30988355,103.77360136689545
Ngee Ann Secondary School,1.3543069,103.95665280780372
North Vista Secondary School,1.3816673000000002,103.89878616016483
Northbrooks Secondary School,1.4212669,103.8447792
Northland Secondary School,1.43571045,103.84071947342821
NUS High School of Mathematics and Science,1.3069962,103.76999563920836
Orchid Park Secondary School,1.4157749499999999,103.83810287861955
Outram Secondary School,1.28627625,103.83712669941735
Pasir Ris Crest Secondary School,1.37271,103.9597609909008
Pasir Ris Secondary School,1.35470585,103.94852724495263
Paya Lebar Methodist Girls' School (Secondary),1.3510352,103.8826189
Pei Hwa Secondary School,1.39088135,103.87815202921738
Peicai Secondary School,1.35891515,103.87058442684707
Peirce Secondary School,1.3664814,103.82953310012323
Ping Yi Secondary School,1.3269364000000001,103.92096511877992
Presbyterian High School,1.3832223,103.84281996031899
Punggol Secondary School,1.4022782999999999,103.90906378552833
Queenstown Secondary School,1.2934342,103.81331399959538
Queensway Secondary School,1.3025375,103.8015922
Raffles Girls' School (Secondary),1.34295555,103.84330709944169
Raffles Institution,1.3466311499999999,103.84451956304028
Regent Secondary School,1.3935137499999999,103.75101209380934
Riverside Secondary School,1.44058925,103.78839524092368
River Valley High School,1.3433953,103.70925920622919
St. Andrew's Secondary School,1.3311030000000001,103.86612132153002
St. Patrick's School,1.3086646499999999,103.91694506663454
"School of Science and Technology, Singapore",1.3131051,103.77372539203807
"School of the Arts, Singapore",1.2990858,103.8490353
Sembawang Secondary School,1.44565285,103.81666278797933
Seng Kang Secondary School,1.3865332,103.89870625871443
Serangoon Garden Secondary School,1.3702241,103.86897286092807
Serangoon Secondary School,1.3749396,103.90206302368388
Shuqun Secondary School,1.340467,103.73956489253732
Singapore Chinese Girls' School,1.3210897,103.82786731298657
Singapore Sports School,1.4272654,103.78772923507564
Springfield Secondary School,1.34999395,103.9299857351644
St. Anthony's Canossian Secondary School,1.334946,103.9423636122844
St. Gabriel's Secondary School,1.3465775500000001,103.87547399268121
St. Hilda's Secondary School,1.350089,103.93699514615196
St. Margaret's Secondary School,1.32043285,103.80968354710049
St. Joseph's Institution,1.3241929,103.82832103058232
Swiss Cottage Secondary School,1.36456,103.75043307403962
Tanglin Secondary School,1.30983385,103.75804351906996
Tampines Secondary School,1.3494462,103.94410229255537
Tanjong Katong Girls' School,1.30755665,103.89636182358802
Tanjong Katong Secondary School,1.3083187,103.89733967436041
Teck Whye Secondary School,1.3830944,103.75523104179673
Temasek Junior College,1.31820425,103.9349802695076
Temasek Secondary School,1.3163472999999999,103.94785330286003
Unity Secondary School,1.39972215,103.74602939217792
Victoria School,1.30854205,103.92745780276405
West Spring Secondary School,1.38827575,103.75987181608919
Westwood Secondary School,1.35357275,103.70180250863571
Whitley Secondary School,1.35567945,103.84255758133664
Woodgrove Secondary School,1.42830325,103.79658064600358
Woodlands Ring Secondary School,1.436023,103.80043534945747
Woodlands Secondary School,1.43959845,103.77439467346329
Xinmin Secondary School,1.3725581999999998,103.88292818222591
Yio Chu Kang Secondary School,1.3784798500000002,103.84210804081067
Yishun Secondary School,1.42793975,103.82902825
Yishun Town Secondary School,1.4326645500000001,103.83788512141666
Yuan Ching Secondary School,1.3415819,103.72015364463991
Yuhua Secondary School,1.3468879999999999,103.72242480151814
Yusof Ishak Secondary School,1.4071727,103.89663339476327
Yuying Secondary School,1.3570939499999999,103.89070897403971
Zhenghua Secondary School,1.3888414,103.76520736341934
Zhonghua Secondary School,1.3486042999999999,103.8693704480504
